CUID,RUID,SSN,FNAME,MINIT,LNAME,STNUM,STADD,APT,CITY,STATE,ZIP
12238,0,306387486,Leichter,X,Bevis,687,Stemarie Ln,6v5,Springfield,MA,01114
12239,0,777258016,Firdau,Y,Trosper,757,Layne Rd,8r8,Harrisburg,PA,17127
12240,0,257757875,Elli,E,Letchimi,142,Speedy,3j7,Opal,SD,57765
12241,0,278553782,Michelow,D,Virene,269,Moldenhauer Street,2h5,Rodman,NY,13610
12242,0,780571548,Yeaton,J,Buckthal,945,Tooley Street,6z8,Welton,IA,52774
12243,0,121514334,Junko,J,Monthuy,922,Rawi Ave,2o1,Augusta,WI,54722
12244,0,388816417,Placida,C,Vreugdenhil,388,Mccumber Ave,0l1,Alden,KS,67512
12245,0,667822320,Ammiel,Y,Imhof,764,Tripps,6e2,Cynthiana,KY,41031
12246,0,651306575,Santon,M,Tivio,,PO Box 4292,,Edmonds,WA,98020
12247,0,577707773,Retallack,F,Anthenien,846,Bolgos St,6v4,Saint Albans,VT,05479
12248,0,277431086,Freud,O,Bouvet,821,Masiello Street,4b5,Panama City,FL,32411
12249,0,415231817,Zschage,I,Annick,14,Hogemann Avenue,2c3,Westphalia,KS,66093
12250,0,584734413,Rempel,H,Freya,636,Toshikazu,6f5,Georgetown,DE,19947
12251,0,134285430,Jackoway,Z,Suseck,590,Homu Ave,6d4,Sioux Falls,SD,57103
12252,0,564034567,Shortridge,F,Escaner,331,Ziva St,5t0,Tyler,TX,75701
12253,0,578466311,Ondi,C,Melvina,631,Nygren Lane,6n6,Floyd,IA,50435
12254,0,682432720,Aktuna,H,Plant,164,Lamprecht Avenue,7u3,Carson City,NV,89710
12255,0,721335285,Marzio,B,Muehler,,PO Box 365,,Stillwater,MN,55082
12256,0,532366745,Baio,,Fourney,,PO Box 1466,,Delmont,PA,15626
12257,0,733166864,Bachert,C,Buskard,631,Gladstone Ave,6z2,Warren,MA,01083
12258,0,231248370,Ung,D,Occena,,PO Box 1503,,Jasper,MO,64755
12259,0,442365045,Maneikis,Z,Bischinger,973,Wichterle Ln,7n5,Clayton,NC,27520
12260,0,437862754,Brodbeck,M,Bertoli,,PO Box 141,,Foster,RI,02825
12261,0,381521243,Satoh,U,Patch,700,Shunro Pkwy,1t0,Las Vegas,NV,89117
12262,0,271066173,Spivey,X,Fahim,437,Raudres Ln,4m5,Agana,GU,96923
12263,0,188522477,Scheibe,,Duplain,971,Sipos Street,8o3,Lacamp,LA,71444
12264,0,578080630,Klingensmith,M,Taniguchi,83,Heinlen Road,3b3,Kansas City,MO,64164
12265,0,685772060,Treat,D,Balser,711,Finnighan Ave,4t6,Mohawk,MI,49950
12266,0,146563430,Artiaga,E,Brennenstuhl,879,Folsom Rd,2b3,Elwood,NJ,08217
12267,0,400464666,Walrand,A,Autenried,897,Corkill Rd,4w5,Castle,OK,74833
12268,0,372320517,Fonseca,,Noac,151,Tomacruz Ln,2h0,Royal City,WA,99357
12269,0,701316202,Soweidan,M,Asistores,426,Nordblom Lane,5c1,Everett,WA,98200
12270,0,627263131,Malis,J,Chungkui,,PO Box 2574,,Odessa,DE,19730
12271,0,752448071,Floria,X,Pankratz,657,Lappenkueper Avenue,1e2,Damascus,MD,20872
12272,0,727701044,Rafetto,C,Hermia,330,Arvy Rd,1u0,Dennison,IL,62423
12273,0,435888731,Case,,Orsua,358,Manzanera Road,1q5,Bozeman,MT,59715
12274,0,413628533,Milly,K,Burnaby,742,Pantages Avenue,0t8,Ida,AR,72546
12275,0,327880841,Moncure,,Galludec,,PO Box 4982,,Kosrae,FM,96944
12276,0,120086044,Redpath,K,Anya,821,Cronkrite Ave,6c7,Marvel,CO,81329
12277,0,726260212,Puchades,D,Herbst,991,Canton Avenue,6s0,Oceanside,CA,92056
12278,0,166410860,Flores,H,Allpress,691,Jasinski Ave,8y6,Talking Rock,GA,30175
12279,0,350480264,Drabick,M,Fesseha,406,Mcdowell St,8n4,Buckner,KY,40010
12280,0,688310683,Saree,M,Bhusan,213,Mayotte Lane,8t0,Seattle,WA,98106
12281,0,143123501,Cerruti,,Thain,,PO Box 4970,,Huntington Station,NY,11746
12282,0,368266137,Shel,,Nance,665,Marion Rd,6x6,Castanea,PA,17726
12283,0,238406837,Amladi,,Fassnacht,498,Dimos Street,3z8,Granite,OK,73547
12284,0,177066051,Mcevoy,R,Inhelder,400,Shaylynn St,5h4,Milner,GA,30257
12285,0,625776045,Burhyte,Y,Printing,75,Cappadona Street,6p2,Camilla,GA,31730
12286,0,610661481,Polish,,Abacus,605,Tubo St,7m1,Forks of Salmon,CA,96031
12287,0,735661243,Waymond,,Wijchers,249,Tazi Road,4i1,Pittsburgh,PA,15232
12288,0,336228632,Clarine,L,Sumsion,18,Satterlund Parkway,2m7,Imperial,NE,69033
12289,0,685808222,Fillis,D,Ronald,,PO Box 4836,,Madison,AR,72359
12290,0,127617026,Ping,B,Robart,568,Argoud St,4p6,Alburg,VT,05440
12291,0,366143806,Sikassan,,Monmaur,140,Unkrich Rd,2m5,Wixom,MI,48096
12292,0,614540427,March,J,Hotchkiss,353,Loewen St,1i2,Wakefield,RI,02880
12293,0,423731540,Udayasekaran,N,Alric,442,Linderkamp Rd,2i8,Unity,OR,97884
12294,0,213845078,Aw,V,Kolb,,PO Box 2126,,Pomona,NJ,08240
12295,0,712171402,Grannie,A,Spirn,,PO Box 219,,Berlin,NH,03570
12296,0,536541570,Inui,R,Morabito,842,Miche Pkwy,3w3,Vassar,KS,66543
12297,0,414807768,Anirban,M,Seene,,PO Box 1899,,Wichita,KS,67212
12298,0,725552673,Taneli,D,Nesa,269,Boulerice Street,3a1,Webster,MA,01570
12299,0,533644536,Swinamer,D,Nevile,265,Elma Avenue,7g2,Pine Bluff,AR,71613
12300,0,140288041,Holvey,,Raine,367,Scheller Avenue,1c8,Tulsa,OK,74108
12301,0,701210033,Zed,,Boccaletti,670,Potvin Rd,8q4,Garfield,KS,67529
12302,0,477305437,Parkman,L,Wadden,127,Whatley Street,0o5,Kingsville,OH,44048
12303,0,618245233,Taziri,W,Raia,985,Orleman Ln,4e1,Hancock,ME,04640
12304,0,143025506,Yoonsik,A,Halbert,759,Amo Road,7q0,Bridgewater,MA,02324
12305,0,651431613,Kerns,Z,Soi,432,Davies Ln,7t8,Hilda,SC,29813
12306,0,325520265,Verona,M,Demaree,913,Bossche Road,1y5,North Carrollton,MS,38947
12307,0,635267347,Merigold,Y,Daisuke,205,Porcheron Road,5k2,Ontonagon,MI,49953
12308,0,427472615,Vetterlein,K,Mayumi,790,Guilbault Ave,3l4,Tacoma,WA,98388
12309,0,688408111,Husted,Q,Suffoletto,29,Tennyson Road,4s6,Green,KS,67447
12310,0,327438117,Ellestad,M,Samant,776,Pawanchee,8m8,Plymouth,UT,84330
12311,0,324202757,Diaconu,P,Oshima,371,Aeriel,0h3,Powell,MO,65730
12312,0,478334224,Hergueta,S,Deurzen,757,Muliawan Rd,0y3,Big Stone City,SD,57216
12313,0,235606064,Alvina,,Kopish,121,Schaubel St,1c7,Seattle,WA,98124
12314,0,331245832,Heusdens,U,Ruch,217,Schornick Pkwy,6f0,Granite Falls,WA,98252
12315,0,674027461,Jessie,H,Hubka,315,Tchangid Ave,3r4,Bainbridge,OH,45612
12316,0,374437813,Wellcome,U,Chye,596,Rigbolt Ave,6n5,Hatch,UT,84762
12317,0,322132487,Parlato,Z,Frobel,237,Kopala Avenue,6d5,Durham,NC,27700
12318,0,552684645,Punch,Z,Nueck,80,Lloma Road,8v4,Sharon,WI,53585
12319,0,515124230,Baudour,,Erena,,PO Box 2022,,Newark,DE,19715
12320,0,333022472,Selvi,,Kamiya,348,Mahmut Street,5o3,Provo,UT,84602
12321,0,301230431,Henell,I,Domel,298,Duke Pkwy,2s4,Kirkman,IA,51447
12322,0,768426377,Mazlina,N,Kahn,305,Gatzke Road,6y2,Atlanta,GA,30314
12323,0,746327564,Deicher,V,Zarazua,172,Rowen St,8a6,Milroy,MN,56263
12324,0,110157711,Delainey,Y,Biehl,112,Firtzlaff Avenue,0u2,Kosrae,FM,96944
12325,0,143146005,Pribhu,J,Teoh,98,Yagues Pkwy,3k4,Dimock,PA,18816
12326,0,152368013,Yerneni,,Weiguang,24,Harumi,1p6,Salem,OR,97308
12327,0,682484140,Microfabrication,X,Kanegae,430,Ilibassi,3b1,Tuscumbia,AL,35674
12328,0,440122186,Altig,S,Emily,517,Grass Street,8h1,Weston,WY,82731
12329,0,434116052,Frendo,,Wijk,108,Tulus Ln,4x0,Whitesburg,TN,37891
12330,0,451436248,Haklay,W,Frosheiser,504,Menashian Rd,0m0,Powersite,MO,65731
12331,0,638633646,Lu,R,Bochinski,834,Siperco St,3m2,Blenheim,SC,29516
12332,0,616630083,Bethany,,Deffenbaugh,232,Pulkkinen Parkway,7n0,New Plymouth,ID,83655
12333,0,154324813,Rardin,L,Chandrakant,862,Combest Pkwy,7v1,Walnut Creek,CA,94594
12334,0,167181264,Perng,S,Katharyn,383,Tarens Avenue,3m4,Norma,NJ,08347
12335,0,547715500,Lafferty,,Pechioni,,PO Box 3985,,Kosrae,FM,96944
12336,0,718414141,Mongtseng,G,Nagammal,297,Rafaela Street,2i3,Fort Collins,CO,80522
12337,0,302045087,Sisson,,Wee,778,Siacotos Avenue,8j1,Wales,UT,84667
12338,0,558314068,Cocchiara,N,Claudelle,393,Parlova Road,4z0,Platte City,MO,64079
12339,0,713436450,Margo,,Pouchak,358,Vaeth Road,8l6,Hartford,CT,06160
12340,0,180421008,Belhaddad,Z,Gruen,336,Leyba Avenue,7t6,Mobjack,VA,23118
12341,0,555810608,Garn,I,Hiner,,PO Box 3223,,Des Moines,IA,50369
12342,0,137015752,Mikael,R,Comrie,860,Jalali Ave,0g2,Rowe,MA,01367
12343,0,240562206,Fowle,P,Plenske,106,Chamness Ln,4a6,Yukon,MO,65589
12344,0,508078451,Maruja,V,Brademan,319,Willy,0n2,APO New York,NY,09153
12345,0,766417345,Stavis,G,Scope,153,Sipo Rd,3m2,Everton,AR,72633
12346,0,762206851,Raviv,R,Vanacek,110,Passell Pkwy,8x7,Columbia,SC,29227
12347,0,166051657,Salama,O,Ernesti,,PO Box 1552,,Norfolk,VA,23513
12348,0,341204827,Wasitova,,Nita,793,Runyon Rd,4e7,Portland,OR,97232
12349,0,456751737,Abu,Y,Knuths,139,Hufana Rd,8k1,Moss,MS,39460
12350,0,485146272,Rowsell,,Chavarria,678,Cristina Ave,2n8,Diamondville,WY,83116
12351,0,762618228,Artus,N,Vullo,889,Wiltberger Lane,7u7,Manati,PR,00701
12352,0,511366263,Innchyn,,Shariff,1000,Alenka St,8x4,Rhodesdale,MD,21659
12353,0,420163345,Carisio,,Nagako,715,Flavel Rd,1h0,Clayton,ID,83227
12354,0,147553132,Deronal,U,Abruzzese,68,Rickie Road,8j1,Pettus,TX,78146
12355,0,334268053,Coninck,,Retallic,130,Dac St,2i1,Mc Alester,OK,74501
12356,0,670428380,Sandretto,G,Hiser,472,Vimala Parkway,5o5,Bowling Green,VA,22428
12357,0,317316842,Slavin,T,Wooten,432,Brande Street,3f4,Decatur,AL,35602
12358,0,753501043,Shumbata,N,Pavier,262,Vallelunga Parkway,3r6,Tonawanda,NY,14151
12359,0,584536152,Claflin,G,Mercie,1,Pie Avenue,7i3,Saint Thomas,MO,65076
12360,0,682885703,Zink,C,Jinglun,516,Chaaban St,8a0,Concord,NH,03303
12361,0,183823070,Desclaud,F,Tats,,PO Box 2130,,Springfield,SC,29146
12362,0,736423110,Grabowski,J,Wennes,,PO Box 431,,Belleville,AR,72824
12363,0,346562215,Libbie,S,Borkowski,600,Chalm Rd,5e5,Keasbey,NJ,08832
12364,0,422546661,Outzs,A,Justino,880,Mayfield Pkwy,6i0,Sturgeon,MO,65284
12365,0,154176646,Helge,Y,Sai,633,Rowland Ave,6g5,Kosrae,FM,96944
12366,0,627030873,Maccombie,O,Hse,,PO Box 4831,,Windsor,CT,06095
12367,0,410855512,Stearn,,Virginelli,934,Rahgozar Avenue,0k2,Cold Bay,AK,99571
12368,0,213687862,Soh,O,Ulf,141,Moren Pkwy,7j7,San Juan,PR,00924
12369,0,138333632,Ura,U,Whelmenia,770,Gaudin Ln,2c7,Kezar Falls,ME,04047
12370,0,511068603,Marcille,B,Farlay,225,Pati Street,3g0,Woodville,MA,01784
12371,0,440417268,Baudinet,E,Erie,631,Masafumi,5a2,Pawnee,OK,74058
12372,0,337525642,Wares,Q,Brusa,174,Farooq Road,4o7,Mozier,IL,62070
12373,0,411441155,Stach,C,Okita,494,Ganny Avenue,4m7,Palestine,OH,45352
12374,0,556371772,Schrenker,W,Hisanobu,830,Bohan Ln,2q4,Martinsdale,MT,59053
12375,0,250650745,Lorch,S,Beddingfield,608,Mariah St,7n6,Dryden,ME,04225
12376,0,278365061,Battaglia,Q,Arel,627,Deena Ave,6t4,Baker,NV,89311
12377,0,711074461,Carraro,K,Monmaur,204,Stillman Street,2a8,Klickitat,WA,98628
12378,0,460448027,Izuru,S,Hanai,470,Kendi Ave,8q6,Crapo,MD,21626
12379,0,187036013,Scalley,A,Toastmasters,235,Ugarte Pkwy,0y3,Nikolski,AK,99638
12380,0,267370818,Fabella,B,Camurati,811,Muce St,8w5,Chiloquin,OR,97624
12381,0,111206063,Sac,,Ryusuke,164,Scammerhorn Street,2k1,Paradise,UT,84328
12382,0,447163566,Sohal,K,Hengky,651,Montemayor Avenue,5k7,Bethel,DE,19931
12383,0,768585647,Latomski,W,Glauco,359,Quiskamp St,7a2,Brockwell,AR,72517
12384,0,740354662,Rakiah,L,Owens,153,Frankle Avenue,5c7,Batesburg,SC,29006
12385,0,137210722,Lugene,M,Sattar,290,Cordey Lane,3w1,Holland,MN,56139
12386,0,635248650,Tupas,W,Morsch,78,Valma St,8v5,Calder,ID,83808
12387,0,287087558,Croizat,W,Calabresi,422,Roberts Rd,4m6,West Palm Beach,FL,33417
12388,0,720747064,Farooa,S,Guyton,84,Kirschbaum Pkwy,4f2,Warner Robins,GA,31088
12389,0,107710882,Cousin,I,Buzonas,980,Noemi Ave,3v7,Paterson,NJ,07505
12390,0,264557675,Govindas,T,Laserjet,142,Buerle,6r2,Medford,OK,73759
12391,0,567073382,Tigran,,Patimah,279,Kovacs Avenue,6w3,Atlanta,GA,30352
12392,0,557475773,Cockburn,P,Friedman,728,Lidstone St,2j0,Corinth,MS,38834
12393,0,678445511,Fuson,M,Spring,,PO Box 1877,,Daniel,WY,83115
12394,0,524204223,Haoyung,,Moonistt,647,Walkowiak Pkwy,0t0,Cleveland,TN,37320
12395,0,218836114,Chee,H,Madl,43,Hidenobu,6o2,Hardy,NE,68943
12396,0,576708047,Hiroshima,,Shigemura,108,Tabbatha Rd,3y5,Porter,OK,74454
12397,0,302337161,Husin,G,Sabourin,441,Villarial Lane,7s0,White Oak,SC,29176
12398,0,630407005,Spight,Y,Mellott,46,Mainardi Road,1b6,Fowler,IL,62338
12399,0,607422563,Morand,J,Stelvio,326,Bolitho Ln,6n4,Dallardsville,TX,77332
12400,0,116112643,Schaaf,M,Duckworth,796,Ruegamer Street,8u8,West Columbia,SC,29171
12401,0,468556357,Thera,R,Sprunger,728,Coverdale Street,0n4,Silver Bay,MN,55614
12402,0,751467634,Nageswaran,S,Boyne,298,Naeem Road,1l8,Reno,NV,89570
12403,0,453548212,Longman,H,Jumo,,PO Box 1577,,Willisburg,KY,40078
12404,0,216413358,Rimestad,L,Binauhan,684,Mae,7k0,Atlantic,ME,04608
12405,0,788501852,Echo,P,Dorronsoro,712,Wallaert Avenue,2s3,Barnes City,IA,50027
12406,0,777544523,Plemon,P,Magaut,222,Savercool Ave,7q6,Uncasville,CT,06382
12407,0,320270157,Salaices,N,Casteja,15,Xueling Ave,5g3,Tacoma,WA,98402
12408,0,627820032,Reynaldo,W,Lukshis,407,Fiedler Avenue,3u5,Glenwood,NJ,07418
12409,0,460812223,Mitsuboshi,P,Fortenbacher,551,Hsiao Road,2a4,Cleveland,AR,72030
12410,0,388401406,Jocko,C,Jaroslav,986,Connors,8f3,Glenbrook,NV,89413
12411,0,371061245,Robache,,Helzer,540,Lawanda St,8t0,Washington,DC,20245
12412,0,416804235,Santina,S,Grame,610,Packham Pkwy,5o8,Hancock,NH,03449
12413,0,156671530,Pavlovich,J,Aryn,510,Soonhoi St,6u8,Anchorage,AK,99518
12414,0,635668682,Lenglard,Q,Milloy,948,Jazanoski Ln,2m5,Las Vegas,NV,89153
12415,0,145337041,Bantz,R,Toshio,632,Tuang Street,6g5,Lincoln Park,NJ,07035
12416,0,626877000,Koos,L,Godbout,946,Pearo,6t3,Madison,WI,53782
12417,0,687603427,Bounpone,H,Hatchett,,PO Box 2294,,Echo,MN,56237
12418,0,257801277,Bruington,B,Leander,877,Checkland Parkway,5x8,Chitina,AK,99566
12419,0,336447113,Geraud,,Paddy,603,Toshiharu Street,8v0,Agana,GU,96930
12420,0,606453505,Melville,R,Pittman,465,Ierkic Street,8x3,Sioux Falls,SD,57191
12421,0,142637167,Shertzer,,Mares,,PO Box 1766,,Little Rock,SC,29567
12422,0,105542177,Morry,,Bridenstine,892,Guilbert Ave,4h0,Sweetwater,OK,73666
12423,0,717225873,Electronics,B,Pazar,266,Forcadell Street,2p7,Moses Lake,WA,98891
12424,0,353367016,Donston,,Grebil,,PO Box 1147,,Brogan,OR,97903
12425,0,387275404,Mahendra,,Cadieux,164,Juvelier Ave,6z6,Birmingham,AL,35281
12426,0,160275234,Wignall,,Woolfson,296,Mecteau,6k0,Agana,GU,96925
12427,0,444576214,Karine,J,Mckinley,,PO Box 1387,,Hill City,ID,83337
12428,0,247865420,Murthy,L,Ngeow,17,Roby St,7s2,Hiller,PA,15444
12429,0,727122016,Cacciatore,,Kouris,146,Seele Street,2z4,Bowie,MD,20716
12430,0,544316850,Waltenberg,,Cossar,114,Hollingworth St,8j0,Gunlock,UT,84733
12431,0,425602371,Brun,H,Bolduc,,PO Box 2610,,Dallas,TX,75396
12432,0,144723664,Vevencio,P,Bentsen,749,Haroun Avenue,6w2,Cincinnati,OH,45226
12433,0,140265288,Magazine,V,Cronkrite,437,Salva Ave,1g2,Barnwell,SC,29812
12434,0,311788183,Rosena,Z,Shores,675,Ashmore Ave,1g4,Mills,WY,82644
12435,0,684483544,Palthe,V,Babiuch,295,Vachel Rd,4n4,Wellington,ME,04990
12436,0,381285212,Kiyoko,V,Ronaldo,518,Mcmenamy Road,3h1,Luray,TN,38352
12437,0,321775654,Gaugez,H,Kaptur,922,Goillandeau Rd,6z2,Cullman,AL,35056
12438,0,454065885,Melbourne,,Ranique,,PO Box 874,,Blossvale,NY,13308
12439,0,116346088,Demeulemeester,B,Olaeyan,627,Collonge,0e1,Robards,KY,42452
12440,0,727335281,Pierremarc,B,Hugue,189,Garlan,4w4,New Orleans,LA,70141
12441,0,443641207,Grossart,J,Gasparo,194,Niimura Parkway,2v3,Harrisville,RI,02858
12442,0,615584887,Floy,Y,Schaefer,796,Claudine Pkwy,3e7,Melrose,MT,59743
12443,0,231346247,Stutts,M,Halsey,582,Mazahir Ln,8a7,Hodge,LA,71247
12444,0,431404767,Plaisance,H,Mathis,914,Joves Ln,1k2,Greeley,CO,80634
12445,0,170438532,Semanik,,Gillet,895,Uresti Parkway,0z6,Blanding,UT,84511
12446,0,471022671,Wallhagen,D,Marlowe,104,Lasse,1d0,Washington,DC,20350
12447,0,267705322,Hilche,Q,Maijala,26,Bentele Road,2b6,Long Lane,MO,65590
12448,0,672561787,Eliz,P,Calzada,512,Endless Avenue,0f7,Blain,PA,17006
12449,0,232206133,Voorde,T,Pipon,85,Divino Avenue,4b0,Jayuya,PR,00664
12450,0,570521144,Barawi,U,Lippiello,344,Dewaldt,3j2,Alderson,OK,74522
12451,0,326430302,Eleo,Z,Cabreros,62,Derham Pkwy,0w5,Iuka,IL,62849
12452,0,124862084,Mcanally,,Haynes,18,Serbin Ave,5k6,Putney,VT,05346
12453,0,518316333,Jetta,U,Lemay,639,Mcduffie St,7v0,Avoca,MN,56114
12454,0,603334186,Mercurio,P,Shiro,,PO Box 2196,,Lonsdale,AR,72087
12455,0,381285003,Ibntas,D,Caserza,576,Hayase Avenue,6m4,Conway,SC,29526
12456,0,776653162,Olesek,Z,Glennis,629,Gruendler St,2n7,Laurel,DE,19956
12457,0,724646244,Newbry,,Lisha,,PO Box 4955,,Lost Springs,WY,82224
12458,0,135383316,Carlynn,F,Barquest,,PO Box 4199,,New Haven,CT,06503
12459,0,124363254,Shenzhi,,Shatto,124,Matote,6g8,Mackinaw,IL,61755
12460,0,326532216,Arne,,Goldfisher,442,Pukala Pkwy,2x2,Savery,WY,82332
12461,0,182550180,Ynegas,C,Wil,337,Roel Ave,1q3,Vineyard Haven,MA,02573
12462,0,140453040,Castelar,,Panuschka,981,Dhinakar Ave,0t4,Westfield,VT,05874
12463,0,322203275,Filide,J,Verlaat,978,Suzy Parkway,7s5,Birmingham,AL,35203
12464,0,357486107,Leela,L,Kaswani,687,Silvestro Rd,2k8,Fergus Falls,MN,56537
12465,0,107424828,Jeanhee,,Pan,897,Meiswinkel Ave,7x7,Florien,LA,71429
12466,0,722043651,Mensch,I,Gum,437,Ewald Avenue,5z6,Agana,GU,96928
12467,0,623223825,Butt,Z,Ammirato,,PO Box 2601,,Alexander,IL,62601
12468,0,757701520,Pinsonneault,K,Mico,357,Trullemans Road,0o0,Chester,CT,06412
12469,0,562781361,Aslanidis,,Maarstad,,PO Box 408,,Albion,RI,02802
12470,0,380577675,Fastenau,,Baader,45,Capper Street,5p2,Flat Lick,KY,40935
12471,0,142517634,Siyam,E,Corouge,287,Wernli Ave,8k6,Eureka,CA,95534
12472,0,755741275,Follick,F,Giardina,640,Sherry Street,8d5,Hartford,CT,06156
12473,0,211378804,Olov,B,Giang,21,Beckermann Pkwy,8f7,Rutherford,NJ,07075
12474,0,714318818,Career,E,Munekiyo,1000,Vettese Rd,2g1,Canoga Park,CA,91308
12475,0,351645025,Beeve,J,Eugenio,730,Reynold Rd,5l1,Canyon City,OR,97820
12476,0,214856671,Bullett,,Annunzio,333,Hanney Avenue,6o8,North Charlotte,NC,28225
12477,0,202161251,Lambertu,B,Fludgate,987,Ondovcik Ave,2b5,Still Pond,MD,21667
12478,0,438503273,Nold,A,Strevens,,PO Box 1215,,Point Roberts,WA,98281
12479,0,216842833,Romeo,A,Kharitonov,429,Saifullah Ave,2i0,Yreka,CA,96097
12480,0,350112405,Cockrum,,Rayner,615,Gandara Lane,4p3,Benavides,TX,78341
12481,0,136767554,Ahlf,,Kitayama,161,Flens Rd,0r7,Greenville Junction,ME,04442
12482,0,224054175,Ryce,,Moghadam,161,Chester Ave,4w7,Hilger,MT,59451
12483,0,682875658,Kubias,D,Attanasio,854,Hershel Parkway,1o1,Waterloo,SC,29384
12484,0,377667234,Culkin,Q,Torr,369,Loise Road,0r4,Salina,OK,74365
12485,0,618048037,Miura,W,Leliakov,245,Ulric Street,5b8,Mocksville,NC,27028
12486,0,715013403,Pedwell,,Shenker,934,Perosini,7m8,FPO San Francisco,CA,96619
12487,0,435483441,Kelner,,Rand,341,Resve Street,2y7,Scotland,AR,72141
12488,0,465038178,Fredric,N,Gallo,715,Despinic,2h7,San Juan,PR,00920
12489,0,612014107,Taheri,U,Kager,517,Loughlin Rd,0e4,Neon,KY,41840
12490,0,476362181,Ludivina,V,Colantoni,68,Flikweert St,6p1,Happy,KY,41746
12491,0,628112850,Bosque,V,Scobie,258,Lie Ave,2p4,Curlew,WA,99118
12492,0,542816466,Meffe,B,Piet,294,Siew Parkway,8x2,Carson City,NV,89705
12493,0,500118183,Tabron,,Florey,258,Colbeck St,3c6,Waterville Valley,NH,03215
12494,0,186340721,Ascani,J,Irja,324,Schmickl Avenue,4w4,Hanover,NH,03756
12495,0,366518428,Shimazaki,L,Mieko,414,Kari Lane,0x2,Bellevue,WA,98005
12496,0,424800206,Engin,,Degli,799,Shearin Rd,1s8,Omaha,NE,68137
12497,0,235308433,Daugherty,S,Gergen,938,Soin Parkway,1r3,Chesnee,SC,29323
12498,0,388300523,Markmeyer,G,Funke,182,Moiz Ln,2y2,Effingham,SC,29541
12499,0,201578187,Dureault,,Nimr,394,Rahdar Avenue,6a5,Tuscaloosa,AL,35406
12500,0,663755644,Lamb,S,Donders,,PO Box 4113,,Gould City,MI,49838
12501,0,737788272,Mangelsdorf,L,Kusumakar,,PO Box 1546,,Magna,UT,84044
12502,0,473538451,Joeckel,U,Halicki,67,Marseglia Street,6k8,Coalton,WV,26257
12503,0,641012628,Erasmia,Z,Johns,707,Schmeckpeper Road,4z5,Saint Louis,MO,63157
12504,0,435215750,Marlane,V,Caunday,149,Ertan Street,6p8,Plymouth,NC,27962
12505,0,672308371,Stevan,W,Tintor,449,Schullo Ave,0g2,Sheridan,OR,97378
12506,0,768745043,Acock,R,Glamary,271,Bibby Road,3v7,Rancocas,NJ,08073
12507,0,318015472,Alef,Y,Mcconaughey,961,Zauhar,5q8,Agana,GU,96910
12508,0,755384212,Versteeg,Z,Branam,638,Kunio Lane,0e8,Washington,DC,20440
12509,0,720487303,Rosy,O,Schremp,73,Rethage Pkwy,2y3,Arcadia,WI,54612
12510,0,106022444,Sabiya,,Petrolati,910,Kurcon Street,6n2,Albion,ME,04910
12511,0,756387008,Bozek,,Funamoto,545,Genovise Rd,0g2,Mud Butte,SD,57758
12512,0,525381625,Franny,,Spackman,,PO Box 3440,,Kinsale,VA,22488
12513,0,518088761,Gowans,,Tomack,55,Meldia Road,6e3,Tipton,IA,52772
12514,0,631178577,Atmah,Q,Gorri,87,Shibusawa Avenue,2f1,Dardanelle,AR,72834
12515,0,758044247,Honikel,V,Ciric,745,Alvestal Road,6j0,Bethel,DE,19931
12516,0,475364618,Nottingham,,Shang,468,Newham Rd,6p5,Middleport,OH,45760
12517,0,470375141,Magri,,Evania,173,Coldicott St,7q1,Charleston,SC,29402
12518,0,272838701,Gamarnik,V,Shamsiah,,PO Box 898,,Orleans,MA,02653
12519,0,164885436,Zakai,E,Norna,930,Byrne Avenue,2s5,Covington,LA,70433
12520,0,186516483,Mariano,,Seys,819,Pisella Lane,1z2,Scott Depot,WV,25560
12521,0,722604457,Aarre,D,Macdonald,276,Sundheim Street,3r0,New Bern,NC,28560
12522,0,287367151,Kanagendra,K,Magdalen,,PO Box 4609,,Markham,VA,22643
12523,0,783184223,Strandlund,,Littfin,328,Itah Ave,4k0,Pocahontas,MO,63779
12524,0,186842676,Inwentarz,W,Deepa,152,Hasheem Avenue,5i2,Agana,GU,96922
12525,0,333130168,Schamp,X,Sariego,706,Andrey Ave,8y3,Quantico,VA,22134
12526,0,715302443,Hanchar,I,Rickrd,188,Veerappen Rd,3b3,Portland,OR,97207
12527,0,163336246,Yutaka,Y,Marchetto,381,Oriana Road,5z8,Fort Walton Beach,FL,32548
12528,0,665063160,Leyba,U,Shomura,553,Rangasami Ave,8l4,Portland,OR,97290
12529,0,620052816,Zucconi,G,Bason,830,Kiyoyasu Street,6b5,Hadley,MN,56133
12530,0,241216226,Elahi,E,Brunwasser,309,Soberal Pkwy,4v6,Bendena,KS,66008
12531,0,758032077,Kring,T,Corella,25,Yasuhisa Rd,2l3,Sycamore,MO,65758
12532,0,544222755,Walk,U,Sumimura,574,Lober Pkwy,0t4,Nail,AR,72656
12533,0,640685781,Chamorot,A,Carreon,946,Chyrle,8v7,Homestead,MT,59242
12534,0,373084755,Fielding,I,Brearty,86,Kleber Road,5g7,Blue Hill Falls,ME,04615
12535,0,610727134,Hugins,N,Christoffer,71,Ihnat St,0w1,Norfolk,VA,23508
12536,0,603825485,Hingtgen,H,Dauciunas,,PO Box 3551,,Boston,MA,02183
12537,0,148155831,Charlette,,Mendenhall,753,Wickliff Rd,7h8,Mantachie,MS,38855
