FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,ChildExemp
Paulien,Atluri, 939,149-1729,NARANJITO,PR,00719,S,N,39000,0.0,0,0
Calum,Oliva, 219,118-2097,TASWELL,IN,47175,S,N,27000,3.4,1000,0
Ekawit,Talmor, 228,130-1133,BAY SPRINGS,MS,39422,M,Y,77000,5.0,0,1500
Joon,Narahara, 787,144-1562,GUAYAMA,PR,00784,M,N,56000,0.0,0,0
Sailesh,Rasche, 913,171-2011,BURRTON,KS,67020,S,N,85500,6.45,2250,0
Swami,Rosenberg, 210,121-1379,FORT WORTH,TX,76195,M,N,24500,0.0,0,0
Randi,Tweedie, 817,142-1959,EL PASO,TX,79947,S,N,87500,0.0,0,0
Bai,Tabor, 802,156-2042,EAST ARLINGTON,VT,05252,M,N,26000,3.6,0,0
Miryam,Kamble, 912,194-1714,GAINESVILLE,GA,30507,M,N,41000,6.0,0,0
Justus,Kogel, 304,125-2092,DANIELS,WV,25832,M,N,63000,6.5,0,0
Masayasu,Nisiyama, 404,174-1631,OCONEE,GA,31067,M,Y,87000,6.0,0,3000
Kuo,Prevel, 201,161-2055,HACKENSACK,NJ,07602,S,N,37500,1.6759896,1000,0
Claudio,Ciorba, 603,171-1042,PIKE,NH,03780,M,N,40500,0.0,0,0
Jaejoo,Crepeau, 216,164-1166,MARION,OH,43302,M,N,91500,3.5833564,0,0
Jill,Leivent, 505,146-1935,SAINT VRAIN,NM,88133,S,N,60500,5.3,3300,0
Erven,Louri, 605,115-1042,WITTEN,SD,57584,M,N,38500,0.0,0,0
Vikram,Catalkaya, 970,119-1776,PARSHALL,CO,80468,M,Y,64500,4.63,0,0
Tatuo,Tempesti, 406,134-1384,PHILIPSBURG,MT,59858,M,Y,56500,6.9,0,1900
Viresh,Crubille, 660,129-1580,NOVINGER,MO,63559,M,Y,5000,3.75,0,1200
Amarendra,Nagafuji, 574,117-1579,BLOOMINGTON,IN,47401,M,Y,23500,3.4,0,1000
Fiora,Cusack, 314,140-1857,SAINT JOSEPH,MO,64504,S,N,32000,6.0,2100,0
Krithi,Seinturier, 307,100-1910,CASPER,WY,82601,M,Y,28500,0.0,0,0
Narasimha,Rotger, 484,194-1107,REBUCK,PA,17867,M,N,46000,3.07,0,0
Kiyomitsu,Suska, 406,110-1190,GARRISON,MT,59731,M,Y,94000,6.9,0,1900
Hira,Felice, 802,113-1284,HARTFORD,VT,05047,M,N,28500,3.6,0,0
Afsaneh,Ariola, 479,135-1635,CARAWAY,AR,72419,S,N,67500,7.0,20,0
Wieslaw,Carrington, 541,184-1203,WEST LINN,OR,97068,S,Y,51000,9.0,159,159
Bartolome,Kroha, 563,146-2026,BUCKINGHAM,IA,50612,M,Y,32500,5.181377,0,40
Libby,Lugannani, 907,156-1784,GALENA,AK,99741,S,N,65500,0.0,0,0
Kishore,Helfrich, 775,107-1593,LAS VEGAS,NV,89193,M,Y,87000,0.0,0,0
Utz,Malaveta, 407,135-1038,FORT LAUDERDALE,FL,33305,S,Y,28000,0.0,0,0
Coimbatore,Montenyohl, 859,173-1193,MAYSVILLE,KY,41056,S,Y,60500,5.1944447,20,20
Roger,Sekhar, 219,119-1029,DENVER,IN,46926,S,N,12500,3.4,1000,0
Navdeep,Riet, 435,153-1755,SALT LAKE CITY,UT,84101,S,Y,34000,7.0,2475,2475
Eddi,Sartori, 303,121-2032,LIVERMORE,CO,80536,S,N,22500,4.63,0,0
Shizuo,Kwasny, 860,112-1705,PROSPECT,CT,06712,S,N,48000,5.0,12750,0
Ollivier,Raeithel, 205,147-2049,MONTROSE,AL,36559,M,Y,38500,5.0,0,300
Liviu,Kishida, 435,192-1905,SALT LAKE CITY,UT,84145,M,N,91000,7.0,0,0
Joze,Thebaut, 701,196-1983,GRAND FORKS,ND,58202,M,Y,79500,2.6772938,0,3300
Amalia,Tchoumatchenko, 505,196-1532,NAVAJO,NM,87328,S,N,19500,5.3,3300,0
Narisa,Darell, 773,151-1984,ROCKFORD,IL,61114,M,Y,78000,3.0,0,2000
Mansour,Devries, 425,120-1419,SPANGLE,WA,99031,S,Y,58500,0.0,0,0
Liana,Dydek, 706,118-1127,MARIETTA,GA,30007,S,N,64000,6.0,2700,0
Minder,Moudgal, 325,110-1304,ALVARADO,TX,76009,S,Y,98500,0.0,0,0
Olga,Goti, 712,180-1263,TRURO,IA,50257,M,N,72500,8.98,0,0
Rengarajan,Monarch, 304,112-1982,NEW MANCHESTER,WV,26056,S,Y,43500,5.3450003,2000,2000
Abdalla,Gelosh, 917,148-1224,MOUNT VERNON,NY,10557,M,Y,50500,4.246189,0,1000
Shigeyoshi,Coyne, 513,189-1612,MECHANICSBURG,OH,43044,M,N,62000,2.6041079,0,0
Etienne,Brolio, 773,191-1680,SIDELL,IL,61876,S,N,30500,3.0,2000,0
Chitresh,Ali, 907,127-1205,YAKUTAT,AK,99689,M,N,21500,0.0,0,0
Daphne,Ballinger, 360,179-1916,CHEHALIS,WA,98532,M,N,71000,0.0,0,0
Fumino,Mercer, 775,119-1550,ELKO,NV,89801,S,N,65000,0.0,0,0
Vahid,Coluccini, 775,155-1173,LAS VEGAS,NV,89148,S,N,10500,0.0,0,0
Bastien,Orejas, 704,106-1615,SAINT PAULS,NC,28384,S,N,48500,6.75,3300,0
Max,Flaus, 857,126-1772,QUINCY,MA,02170,M,Y,76000,5.3,0,1000
Yuanhui,Blumenthal, 802,118-1663,WILMINGTON,VT,05363,M,N,24000,3.6,0,0
Shaun,Culetu, 956,138-1204,PEARLAND,TX,77588,S,N,12000,0.0,0,0
Sangiv,Alewine, 252,148-1500,CLAYTON,NC,27527,M,Y,9500,6.0,0,3300
Hideyo,Khoshnevisan, 605,104-1208,HENRY,SD,57243,S,N,72500,0.0,0,0
Govind,Biederman, 605,117-1062,JAVA,SD,57452,S,Y,95500,0.0,0,0
Golgen,Manocha, 262,177-1808,RACINE,WI,53407,M,N,83000,5.8885403,0,0
Otmar,Moussiaux, 217,159-1718,BRIMFIELD,IL,61517,S,Y,66000,3.0,2000,2000
Swapna,Shinagawa, 702,188-1658,DAYTON,NV,89403,M,N,43500,0.0,0,0
Bian,Smitley, 702,106-1615,MOAPA,NV,89025,S,Y,34500,0.0,0,0
Youssef,Pepe, 772,152-1548,FORT LAUDERDALE,FL,33302,M,Y,53000,0.0,0,0
Leonor,Vellino, 787,150-1651,MERCEDITA,PR,00715,S,Y,51500,0.0,0,0
Angotti,Hisano, 540,105-1223,RANDOLPH,VA,23962,M,Y,57000,5.75,0,900
Christiaan,Goad, 520,106-1814,CHAMBERS,AZ,86502,S,N,34500,3.24975,2100,0
Michel,Hosaka, 907,115-1805,GRAYLING,AK,99590,S,Y,5000,0.0,0,0
Hyunki,Stevenson, 931,141-1081,POWELL,TN,37849,M,N,72000,0.0,0,0
Risto,Bic, 802,154-2001,PROCTORSVILLE,VT,05153,M,N,19000,3.6,0,0
Kinh,Akaho, 808,115-1772,WAIKOLOA,HI,96738,S,N,13500,3.4730263,1040,0
Athanassios,Shekhar, 313,117-1603,DEARBORN,MI,48124,M,Y,29000,3.9,0,3100
Manoel,Spinrad, 307,146-1008,WILSON,WY,83014,M,Y,69500,0.0,0,0
Qingyuam,Salkin, 201,158-1266,NEW VERNON,NJ,07976,S,Y,94500,2.574927,1000,1500
Bindu,Balsters, 432,143-1228,CHICOTA,TX,75425,M,Y,79500,0.0,0,0
Haldon,Kessler, 240,116-1214,CATONSVILLE,MD,21228,S,N,71000,4.75,2400,0
Fred,Cavin, 228,123-1908,CEDARBLUFF,MS,39741,M,Y,90500,5.0,0,1500
Richara,Worz, 608,165-1886,BEAR CREEK,WI,54922,M,Y,94000,6.079667,0,400
Xiangfeng,Lanza, 256,190-1521,CALERA,AL,35040,S,N,63000,5.0,1500,0
Jianghai,Pennings, 479,143-1303,DIERKS,AR,71833,S,Y,80500,7.0,20,20
Denise,Tenopir, 417,185-1620,SKIDMORE,MO,64487,S,Y,80500,6.0,2100,1200
Brain,D'Ambra, 406,109-1400,COHAGEN,MT,59322,S,Y,47000,6.9,1900,1900
Umesh,Deemter, 505,184-1377,CORRALES,NM,87048,M,N,8500,2.7285714,0,0
Lonnie,Urpani, 919,123-1522,CERRO GORDO,NC,28430,M,N,59000,6.9702797,0,0
Fatemeh,Galesi, 606,104-1237,CLOVERPORT,KY,40111,M,Y,6500,2.1944444,0,20
Michel,Provost, 620,183-1452,ALTAMONT,KS,67330,S,N,88000,6.45,2250,0
Zmago,Mandelberg, 787,190-1233,SAN JUAN,PR,00906,S,N,63500,0.0,0,0
Yueli,Picaronny, 410,183-1303,OXFORD,MD,21654,M,N,78500,4.75,0,0
Ileana,Kleftouris, 712,109-1915,SHANNON CITY,IA,50861,M,N,49500,7.805802,0,0
Elli,Doh, 701,139-1087,LINTON,ND,58552,M,N,34000,2.1498466,0,0
Kurtis,Karthikeyan, 816,101-1649,TIFF,MO,63674,M,N,22500,6.0,0,0
Polina,Tautenhahn, 970,177-1845,DENVER,CO,80206,M,N,24500,4.63,0,0
Gustaf,Ambroszkiewicz, 541,175-1970,VERNONIA,OR,97064,M,Y,49500,9.0,0,159
Mituhiro,Cavendish, 651,110-1246,MINNEOTA,MN,56264,M,Y,56000,7.2438097,0,3300
Yoshitsugu,Mahoui, 859,177-1832,WARBRANCH,KY,40874,S,N,8000,2.2777777,20,0
Amalia,Rosenblitt, 605,167-1227,BOWDLE,SD,57428,S,Y,27500,0.0,0,0
Dinos,Barriga, 802,126-1611,FAIRFIELD,VT,05455,M,N,15500,3.6,0,0
Leelanivas,Westin, 843,119-1005,BENNETTSVILLE,SC,29512,M,N,20500,7.0,0,0
Husam,Kinouchi, 937,127-1198,NEW RUMLEY,OH,43984,S,N,34500,1.6912488,1300,0
Share,Giovini, 612,160-1604,MILACA,MN,56353,M,N,16500,5.35,0,0
Jixiang,Brislawn, 808,167-1765,HONOLULU,HI,96846,S,N,28500,6.176974,1040,0
Hilary,Steinauer, 918,157-1933,PRYOR,OK,74361,S,N,4500,2.7361112,1000,0
Isil,Speirs, 202,165-1597,WASHINGTON,DC,20535,S,N,76000,9.0,1370,0
Olac,Castelli, 603,177-1017,PLAISTOW,NH,03865,S,Y,75500,0.0,0,0
Svetozara,Stavenow, 801,134-1892,SALT LAKE CITY,UT,84121,M,N,97000,7.0,0,0
Nobuji,Habermehl, 712,120-1553,HINTON,IA,51024,S,Y,69500,8.98,40,40
Birger,Meriem, 510,166-1131,BURBANK,CA,91501,S,N,25500,5.5281954,87,0
Georgi,Littlehales, 651,105-1830,PINE RIVER,MN,56474,S,N,32000,5.963127,3300,0
Yasushi,Milde, 309,150-1135,SENECA,IL,61360,S,Y,29000,3.0,2000,2000
Alvy,Kochevar, 219,161-2023,CLEAR CREEK,IN,47426,S,Y,45500,3.4,1000,1000
Soung,Ranft, 939,185-1892,LAS MARIAS,PR,00670,M,Y,17500,0.0,0,0
Maurita,Bub, 757,139-1050,VIRGINIA BEACH,VA,23456,S,N,97000,5.75,900,0
Elham,Barthes, 253,167-1196,BELLEVUE,WA,98008,M,N,60000,0.0,0,0
Laxmikant,Maasen, 202,119-1269,WASHINGTON NAVY YARD,DC,20391,M,Y,28000,8.549999,0,1370
Judicael,Scheepers, 803,127-1759,CROSS HILL,SC,29332,S,Y,50500,7.0,3300,3300
Huapeng,Angot, 571,153-1073,KEYSVILLE,VA,23947,M,Y,43000,5.75,0,900
Rinat,Rodiger, 262,120-1648,PEWAUKEE,WI,53072,M,N,54500,5.3933487,0,0
Jeffry,Speer, 856,166-1144,COOKSTOWN,NJ,08511,S,N,67000,2.1412292,1000,0
Kamil,Pendleton, 361,110-1723,HOUSTON,TX,77086,S,Y,46000,0.0,0,0
Stafano,Schaul, 307,131-1304,BANNER,WY,82832,S,N,54500,0.0,0,0
Heribert,Marjeta, 316,168-1015,GOESSEL,KS,67053,S,Y,4500,3.5,2250,2250
Mokhtar,Rando, 202,131-1350,WASHINGTON,DC,20412,M,N,51000,9.0,0,0
Ethan,Sandoz, 252,120-1301,TERRELL,NC,28682,S,N,36000,6.4877625,3300,0
Harald,Kazakov, 240,141-1433,UPPER FALLS,MD,21156,S,Y,72000,4.75,2400,2400
Elin,Kriebel, 302,174-1641,NEWARK,DE,19714,M,N,22500,3.3931818,0,0
Rishi,Deren, 802,154-1708,HUNTINGTON,VT,05462,S,N,37500,3.7512054,3300,0
Munenori,Papadimitriou, 857,150-1769,GROTON,MA,01470,S,N,74000,5.3,3575,0
Sleiman,Anton, 551,172-1600,MANVILLE,NJ,08835,M,N,87000,2.456646,0,0
Konstantin,Boy, 503,124-1324,PORTLAND,OR,97233,M,N,46500,9.0,0,0
Gary,Minas, 508,130-1734,LUDLOW,MA,01056,S,Y,21000,5.3,3575,1000
Shinobu,Stoklosa, 973,180-1936,SOUTH ORANGE,NJ,07079,M,Y,24500,1.4709687,0,1500
Weizhen,Leutenegger, 910,159-1870,LEWISVILLE,NC,27023,M,Y,71500,7.2325172,0,3300
Shiou,Deussen, 787,157-1650,COAMO,PR,00769,M,N,67000,0.0,0,0
Gregor,Tierney, 713,198-1164,VOSS,TX,76888,S,N,62000,0.0,0,0
Leandro,Ylonen, 843,160-1398,SIMPSONVILLE,SC,29680,M,N,27500,7.0,0,0
Hodong,Gabbrieli, 304,153-1641,SLANESVILLE,WV,25444,S,N,40000,5.1000004,2000,0
Karlhorst,Bhaskar, 580,149-1842,WETUMKA,OK,74883,S,Y,57000,6.25,1000,1000
Hyunchul,Malama, 971,154-1073,KENO,OR,97627,M,N,42000,9.0,0,0
Neal,Chalamaiah, 907,129-1653,TUNTUTULIAK,AK,99680,S,N,46500,0.0,0,0
Bennet,Hoepman, 402,167-1725,BINGHAM,NE,69335,S,Y,50000,6.84,103,103
Zhongxiu,Noga, 414,158-1018,MILWAUKEE,WI,53218,M,N,97500,6.14048,0,0
Holm,Cheikes, 503,129-1431,LONG CREEK,OR,97856,S,Y,39500,9.0,159,159
Tulin,Kouloumdjian, 603,178-1451,GORHAM,NH,03581,S,N,2000,0.0,0,0
Vera,Camps, 505,184-1931,CABALLO,NM,87931,S,N,59500,5.3,3300,0
Corina,Tempesti, 605,104-1198,GARY,SD,57237,S,N,78000,0.0,0,0
Georgy,Wetherbe, 760,149-1683,SACRAMENTO,CA,94288,M,Y,46500,9.3,0,272
Jacqueline,Nawawi, 304,122-1794,BRADSHAW,WV,24817,S,Y,48000,5.66,2000,2000
Guangshun,Schallart, 907,132-1214,ELFIN COVE,AK,99825,M,N,80500,0.0,0,0
Rajendran,Arden, 251,157-1529,BIRMINGHAM,AL,35231,S,Y,16500,5.0,1500,300
Minsuk,Rifkin, 334,166-1354,SHORTER,AL,36075,S,N,12000,5.0,1500,0
Jiawan,Bayoumi, 954,173-1001,OCALA,FL,34478,S,Y,57500,0.0,0,0
Hratchia,Loewenstern, 720,196-1903,JOHNSTOWN,CO,80534,M,Y,12000,4.63,0,0
Lilian,Giaccio, 775,160-1226,NORTH LAS VEGAS,NV,89031,S,Y,46000,0.0,0,0
Nikolaos,Jarzabek, 831,137-2028,SANTA MARIA,CA,93458,M,Y,45500,9.3,0,272
Kattamuri,Newstetter, 862,151-1142,ABSECON,NJ,08205,M,Y,48000,1.8415833,0,1500
Mira,Capri, 731,121-1578,SOUTH FULTON,TN,38257,S,N,16500,0.0,0,0
Mathis,Bashir, 208,167-1525,FELT,ID,83424,S,Y,36500,7.8,3300,3300
Rodney,Buttelmann, 931,123-1915,OAK RIDGE,TN,37830,S,N,94000,0.0,0,0
Wolffried,Kubela, 971,172-1152,MANNING,OR,97125,M,N,62000,9.0,0,0
Shanwei,Romijn, 775,140-1460,CARLIN,NV,89822,M,N,15500,0.0,0,0
Xua,Feuerman, 704,164-1431,FAYETTEVILLE,NC,28306,M,N,28500,6.3304195,0,0
Cetin,Guting, 520,162-1760,CHANDLER,AZ,85286,S,Y,43500,3.3892498,2100,2300
HweeHwa,Bothner, 308,194-1411,OMAHA,NE,68179,M,Y,24000,6.396017,0,103
Muralidharan,Arent, 808,190-2078,HONOLULU,HI,96847,M,N,80000,8.25,0,0
Ahsan,Ochuodho, 316,171-1521,TALMAGE,KS,67482,M,Y,52000,6.45,0,2250
Raminder,Strouf, 435,123-1834,GARRISON,UT,84728,M,Y,73000,7.0,0,2475
Izzet,Provost, 605,111-1803,REDIG,SD,57776,M,Y,38000,0.0,0,0
Harm,Cornelius, 775,165-1885,CRESCENT VALLEY,NV,89821,S,N,27000,0.0,0,0
Meinhard,Wahls, 402,169-1802,PARKS,NE,69041,M,Y,27500,6.84,0,103
Pallavi,Jurtensen, 401,139-1820,CLAYVILLE,RI,02815,M,N,52500,0.0,0,0
Avaneendra,Langi, 262,193-1297,MENOMONIE,WI,54751,S,N,29000,4.9502826,700,0
Lin,Lammel, 614,138-1730,ASHLAND,OH,44805,S,Y,10000,0.8779744,1300,1300
Naresh,Aronsson, 479,100-1701,CHESTER,AR,72934,M,Y,30500,7.0,0,20
Dipayan,Minoura, 605,180-1251,AKASKA,SD,57420,S,N,84500,0.0,0,0
Giri,Buescher, 724,128-2087,READING,PA,19611,S,Y,26500,3.07,0,0
Viliam,Salvesen, 787,123-1801,FORT BUCHANAN,PR,00934,M,N,31500,0.0,0,0
Malu,Rego, 860,193-1984,NORWALK,CT,06859,S,Y,33500,5.0,12750,0
Ericka,Ritzdorf, 775,143-1814,BATTLE MOUNTAIN,NV,89820,S,N,84500,0.0,0,0
Serenella,Plus, 202,129-1302,WASHINGTON,DC,20413,S,N,67500,9.0,1370,0
Alejo,Bemmerl, 979,168-1821,MILANO,TX,76556,S,Y,20000,0.0,0,0
Juei,Lomanto, 603,105-1028,WINNISQUAM,NH,03289,M,Y,47500,0.0,0,0
Suneeta,Dravida, 602,154-1893,LAKE MONTEZUMA,AZ,86342,M,Y,28000,3.149,0,2300
Vitali,Stround, 251,123-1140,CULLMAN,AL,35057,S,N,87000,5.0,1500,0
Hsu,Geniet, 401,102-1618,PORTSMOUTH,RI,02871,M,Y,57500,0.0,0,0
Byungho,Shumilov, 217,191-1923,HILLSIDE,IL,60162,S,Y,52000,3.0,2000,2000
Yojiro,Stacy, 308,138-1660,MARQUETTE,NE,68854,S,N,34500,6.84,103,0
Ting,Heckerman, 208,186-1547,KOOSKIA,ID,83539,S,N,77500,7.8,3300,0
Arndt,Brookson, 610,155-1368,PHILADELPHIA,PA,19116,S,N,55000,3.07,0,0
Sahibsingh,Gurer, 208,142-1695,VICTOR,ID,83455,M,N,41000,7.8,0,0
Youfeng,Duclos, 316,181-1392,HUTCHINSON,KS,67504,S,Y,61000,6.45,2250,2250
Thore,Grospietsch, 678,119-1093,ARMUCHEE,GA,30105,S,Y,82500,6.0,2700,3000
Bani,Stanger, 715,173-1180,WINTER,WI,54896,S,Y,100000,6.183918,700,400
Supratik,Ruocco, 225,133-1515,CONVENT,LA,70723,S,Y,48500,6.0,4500,1000
Susanne,Mahmud, 870,187-1401,HOT SPRINGS NATIONAL PARK,AR,71951,S,N,26500,6.521931,20,0
Masateru,Babinski, 307,104-1839,SMOOT,WY,83126,M,Y,23500,0.0,0,0
Gongzhu,Brizzi, 754,136-1125,TAMPA,FL,33661,S,Y,20500,0.0,0,0
Yonghoan,Tharp, 804,173-2016,LYNCHBURG,VA,24503,S,Y,17500,5.75,900,900
Keun,Buy, 252,168-1101,RALEIGH,NC,27656,S,N,68500,7.1695805,3300,0
Paulien,Pijls, 808,107-2042,CAMP H M SMITH,HI,96861,M,N,45500,8.25,0,0
Hongfei,McConalogue, 406,123-1771,DRUMMOND,MT,59832,S,Y,42000,6.9,1900,1900
Lushen,Kolaitis, 317,169-2045,PLEASANT LAKE,IN,46779,M,Y,60000,3.4,0,1000
Claes,Schewe, 601,112-2027,JACKSON,MS,39209,S,Y,75000,5.0,6000,1500
Hirosi,Sagert, 319,159-1152,RICEVILLE,IA,50466,S,Y,83500,8.98,40,40
Paulette,Schweizer, 808,159-1001,HONOLULU,HI,96817,M,Y,39500,8.159868,0,1040
Wenwey,Bergher, 843,120-1769,GOOSE CREEK,SC,29445,M,Y,43000,7.0,0,3300
Zhixue,Slysz, 302,137-1559,NEWARK,DE,19712,M,N,91000,5.95,0,0
Nic,Penttonen, 701,105-2045,BLANCHARD,ND,58009,M,N,15500,2.1,0,0
Anirudh,Biedassek, 516,168-1873,BROOKLYN,NY,11222,S,Y,50000,4.243293,0,1000
Llorenc,Peris, 502,196-1451,WALTON,KY,41094,S,Y,69500,5.6944447,20,20
Justus,Gran, 843,147-1932,NORTH AUGUSTA,SC,29860,M,N,38500,7.0,0,0
Carsten,Todesco, 307,152-1508,CODY,WY,82414,M,Y,49500,0.0,0,0
Tanguy,Haselbock, 207,127-1402,BRUNSWICK,ME,04011,M,N,22000,8.5,0,0
Nejib,Kilgore, 509,129-2099,NASELLE,WA,98638,S,Y,25500,0.0,0,0
Benedito,Hatsagi, 207,181-1356,FRIENDSHIP,ME,04547,M,Y,26500,8.5,0,2850
Javan,Jonker, 360,138-1425,ONALASKA,WA,98570,M,Y,16500,0.0,0,0
Izzet,Zaiane, 406,146-1875,COLUMBUS,MT,59019,S,Y,6500,3.1362069,1900,1900
Tommaso,Adolphe, 870,118-1691,COMPTON,AR,72624,S,N,77500,7.0,20,0
Genoveffa,Sivarajan, 270,139-1876,STANTON,KY,40380,M,Y,67000,5.5555553,0,20
Hikyu,Szilard, 307,105-1171,OPAL,WY,83124,S,N,91000,0.0,0,0
Lalita,Gebele, 406,121-1045,FLAXVILLE,MT,59222,M,N,45000,6.9,0,0
Handong,Hannebauer, 920,114-2093,MADISON,WI,53711,M,N,37000,5.089284,0,0
Athanassios,Quasthoff, 203,148-1265,BETHLEHEM,CT,06751,M,N,74500,5.0,0,0
Juei,Rutkowski, 803,153-1923,DUE WEST,SC,29639,M,Y,66000,7.0,0,3300
Ayakannu,Hendren, 304,146-1437,NAOMA,WV,25140,M,N,15000,3.35,0,0
Iksoo,Messier, 702,152-2091,MINA,NV,89422,M,Y,88500,0.0,0,0
Katsuro,Forslund, 802,187-1047,WILLIAMSTOWN,VT,05679,M,N,50500,4.0098467,0,0
Shimeng,Wolte, 802,177-1605,SAINT ALBANS BAY,VT,05481,S,N,20000,3.6,3300,0
Chengjie,Warschat, 203,109-1738,TAFTVILLE,CT,06380,S,Y,82000,5.0,12750,0
Jennifer,Ziarko, 571,115-1108,LYNCHBURG,VA,24505,S,N,82000,5.75,900,0
Huican,Dubinsky, 240,163-1014,INGLESIDE,MD,21644,M,Y,21500,4.75,0,2400
Teresemarie,Lazell, 434,102-2037,STAFFORDSVILLE,VA,24167,M,N,79000,5.75,0,0
Kattamuri,Bicarregui, 262,171-2001,RACINE,WI,53405,M,Y,54500,5.3933487,0,400
Aruna,Vesna, 715,193-1075,MERRILL,WI,54452,M,Y,5000,4.6,0,400
Sentot,Venable, 336,128-1137,ROBBINS,NC,27325,S,Y,80000,7.410839,3300,3300
Tanja,Tedrick, 703,131-1471,ROANOKE,VA,24009,S,N,42500,5.75,900,0
Hou,Tweedie, 505,168-1459,HATCH,NM,87937,M,N,19500,5.3,0,0
Arnold,Viele, 907,173-1153,TUNUNAK,AK,99681,S,N,57500,0.0,0,0
Elias,Jespers, 609,170-1357,MIDDLETOWN,NJ,07748,S,Y,35000,1.6365625,1000,1500
Yanxi,Mihaylov, 603,130-1318,ROCHESTER,NH,03867,S,N,43500,0.0,0,0
Bozhidar,Demir, 207,157-1652,SOUTH CASCO,ME,04077,S,N,62500,8.5,2850,0
Sanjeeva,Karsner, 907,104-1026,LAKE MINCHUMINA,AK,99757,M,N,59500,0.0,0,0
Gus,Shermer, 973,136-1671,VAUXHALL,NJ,07088,M,Y,24000,1.4630833,0,1500
Adel,Cassell, 507,174-1786,GREY EAGLE,MN,56336,M,N,15500,5.35,0,0
Chongjiang,Skurczynski, 307,105-1080,BONDURANT,WY,82922,M,Y,19500,0.0,0,0
Pierce,Hanzalek, 304,112-1104,BENWOOD,WV,26031,M,Y,36500,4.855,0,2000
Madan,Maierhofer, 307,150-2026,LINCH,WY,82640,M,Y,18500,0.0,0,0
Heekyoung,Stabl, 405,152-1802,MILFAY,OK,74046,M,N,12000,6.25,0,0
Yoshikane,Rahm, 913,137-1121,COLUMBUS,KS,66725,M,Y,99500,6.45,0,2250
Egemen,Isenberg, 636,197-1005,MINERAL POINT,MO,63660,M,N,97500,6.0,0,0
Sujit,Pohm, 605,148-2003,FRANKFORT,SD,57440,S,Y,97000,0.0,0,0
Oscal,Georgakopoulos, 787,177-1014,MARICAO,PR,00606,S,N,45500,0.0,0,0
Onkar,Rady, 505,101-1574,MONTICELLO,NM,87939,S,N,7000,2.2142859,3300,0
Jiming,Hitzelberger, 573,192-1548,PEACE VALLEY,MO,65788,S,N,57000,6.0,2100,0
Jagdish,Schrift, 606,188-1791,COVINGTON,KY,41016,S,N,62000,5.2777777,20,0
Hirotaka,Boufaida, 952,148-1447,ELKTON,MN,55933,S,Y,72000,7.85,3300,3300
Raj,Waterhouse, 603,108-1707,EFFINGHAM,NH,03882,S,N,62500,0.0,0,0
Iqbal,Marinova, 816,134-1523,STEWARTSVILLE,MO,64490,S,Y,6000,4.3125,2100,1200
Wanjiun,Demner, 276,103-1935,ROANOKE,VA,24003,M,N,59500,5.75,0,0
Chrystopher,Villard, 580,197-1142,DEWAR,OK,74431,M,Y,58500,6.25,0,1000
Yasmine,Meidanis, 201,183-1302,MOUNT EPHRAIM,NJ,08059,M,Y,26500,1.5025104,0,1500
Kayoko,Mittasch, 906,107-1868,SOUTHFIELD,MI,48037,S,Y,82000,3.9,3100,3100
Shimon,Jansen, 870,100-1870,SALADO,AR,72575,S,N,30500,7.0,20,0
Yuejian,Penttonen, 985,135-2090,MARION,LA,71260,S,Y,95500,6.0,4500,1000
Takeshige,Journel, 919,105-1659,CHARLOTTE,NC,28216,M,Y,94000,7.7045455,0,3300
Chanderjit,Salkin, 843,177-2047,BAMBERG,SC,29003,M,N,80000,7.0,0,0
Jool,Miczo, 856,189-1861,GLEN ROCK,NJ,07452,S,Y,26500,1.5025104,1000,1500
Jayanta,Poutre, 701,114-1763,CALEDONIA,ND,58219,S,N,86500,2.7584395,3300,0
Xiang,Rabi, 909,127-1997,OROVILLE,CA,95966,S,N,32000,7.0626974,87,0
Saadia,Cin, 484,126-1487,SEVEN VALLEYS,PA,17360,S,N,20500,3.07,0,0
Davi,Duske, 304,133-1718,MATHENY,WV,24860,S,N,28000,4.26,2000,0
Truxton,Seiwald, 405,147-1533,OKLAHOMA CITY,OK,73132,M,N,46500,6.25,0,0
Michalis,Jousselin, 808,185-1631,KALAHEO,HI,96741,M,N,10500,2.9322367,0,0
Kim,Negroponte, 616,185-1157,TOIVOLA,MI,49965,S,N,37000,3.9,3100,0
Teru,Yingchun, 307,132-1587,SHOSHONI,WY,82649,M,Y,26500,0.0,0,0
Tonjua,Brodley, 620,127-1857,WELLSVILLE,KS,66092,S,N,66000,6.45,2250,0
Wook,Llaberia, 304,197-1066,FRENCH CREEK,WV,26218,S,N,31000,4.47,2000,0
Mosleh,Sussmann, 202,146-1933,WASHINGTON,DC,20040,S,N,82000,9.0,1370,0
Suhas,Krinik, 972,103-1534,SHERMAN,TX,75090,M,N,40000,0.0,0,0
Rajaraman,Catot, 939,102-1577,BAYAMON,PR,00958,S,N,18000,0.0,0,0
Joonoo,Faure, 304,118-1590,SWITCHBACK,WV,24887,M,Y,96500,6.5,0,2000
Pai,Bate, 989,134-2048,POSEN,MI,49776,S,N,24500,3.9,3100,0
Soloman,Zuberek, 602,198-1753,ROCK POINT,AZ,86545,S,Y,54500,3.5597498,2100,2300
Kouji,Yemenis, 207,119-1974,WINDHAM,ME,04062,S,N,93000,8.5,2850,0
